       2   0.236542    78.4375     273.25    54.7693    267.705  25
       3  0.0330201    77.7969        274    57.9176    267.809  28
       4 0.00944527    76.9062        275    62.2999     267.85  25
       5   0.266949    76.3281      276.5    65.3539    268.665  25
       6   0.163323     75.375      278.5    70.3189    269.476  25
       7   0.140467    74.5312     280.25    74.7463    270.098  28
       8   0.538957    74.1094     282.25    77.2806    271.464  28
       9  0.0178072    72.9844        284    83.1076    271.568  25
      10   0.275928    72.3594        286    86.6711    272.551  31
      11   0.215508    71.6719        288     90.564     273.39  26
      12  0.0544905    70.6875        290    95.9089    273.681  23
      13  0.0853039    69.8281        292    100.693    274.089  28
      14   0.390384    69.2812      294.5    104.188    275.454  27
      15   0.384571    68.7969     296.75    107.327    276.661  25
      16  -0.059372       67.5        299    114.422     276.24  27
      17   0.836777    67.2031        302    117.015    278.409  27
      18  -0.144281    65.9844     303.75    123.622    277.456  29
      19   0.547101    65.5938      306.5    126.647    279.111  29
      20   0.220936    64.8594      309.5    131.488     280.18  27
      21 -0.0907425      63.75     311.75    137.883      279.6  24
      22   0.463704    63.2031      315.5    142.237    281.619  25
      23  0.0925488    62.4219     318.25    147.336    282.091  25
      24   0.114057    61.7031        321    152.167    282.642  26
      25  0.0464581    60.5469        325    159.806    282.996  26
      26    0.35146    60.2031     327.25    162.619    283.985  27
      27  0.0506781    59.1406     331.25    169.909    284.355  23
      28  0.0388085    58.3594     334.25    175.344    284.565  28
      29   0.579474    57.9062     339.25    180.246    287.406  23
      30  0.0225333    56.9062     343.25    187.418    287.567  24
      31  0.0857386    56.1719     346.75    193.037    288.049  24
      32    0.33663    55.6094     351.25    198.397    289.854  20
      33   0.151338    54.9219     355.25     204.16    290.726  22
      34  0.0878766    54.0781     359.75    211.059    291.332  22
      35 -0.0788975    52.9375     364.25    219.528    290.664  23
      36   0.535566    52.5625      369.5    224.617    293.389  21
      37   0.126948    51.7188        375    232.321    294.367  21
      38  0.0908548    50.8906     380.25    239.863    295.052  21
      39   0.189222    50.2656     385.25    246.263    296.263  21
      40   0.042642    49.3438        391    254.744    296.625  21
      41  0.0402833    48.4219        397    263.465    296.976  22
      42    0.37746    47.9375      403.5    270.321    299.564  20
      43   0.035752    47.0781      409.5     278.87     299.87  20
      44   0.089971    46.2188      416.5    288.179    300.707  19
      45   0.231664    45.5156      424.5    297.453    302.856  22
      46   0.243007    44.8594      432.5    306.573    305.072  20
      47  0.0696964    44.0469     439.75     316.08    305.735  17
      48    1.97808    43.1094        420    306.621    287.025  12
      49   0.320161    42.2969        433    320.276    291.397  11
      50   0.661997    41.6875        465    347.254    309.256  16
      51   0.183635    40.9219      475.5    359.289    311.466  15
      52   0.152349    40.2344     484.75    370.062    313.108  15
      53  0.0842201     39.375     495.25    382.833    314.183  17
      54  0.0775583     38.625     504.75    394.335    315.075  15
      55   0.228205    37.9844     516.75    407.291    318.032  22
      56  0.0660034    37.1406     528.25    421.098    318.943  18
      57   0.243305       36.5     542.25    435.891    322.543  16
      58  0.0898554     35.625     556.25    452.146    324.003  18
      59   0.201649    35.0156     569.75    466.623    326.922  16
      60  0.0835678    34.0938        586    485.279    328.482  19
      61   0.185613    33.3906        603    503.468    331.858  20
      62    0.23921    32.7812     621.25    522.312    336.365  17
      63   0.106463     31.875      641.5    544.763    338.756  20
      64   0.237333    31.2188     664.25    568.063    344.285  16
      65   0.149497    30.4688     685.75    591.052    347.722  17
      66   0.127427    29.6406     709.75    616.875    351.013  16
      67   0.146996    28.8906      734.5    643.087    354.866  18
      68   0.187829    28.1094     766.25    675.871    361.023  16
