       2  -0.415212      78.25     822.75    167.546     805.51  34
       3  -0.091167    77.5312        824    177.907    804.565  32
       4 -0.0792729    76.7031     825.75     189.92    803.613  33
       5  -0.117351    75.8594     827.25    202.099    802.184  27
       6  -0.235065    75.0938      827.5    212.865    799.653  39
       7  -0.117155    74.1875      829.5    226.031    798.111  32
       8 -0.0447032    73.4062     832.25    237.677     797.59  33
       9   -22.8122       72.5        796    239.362    759.159   9
      10     1.5475    71.7656        835    261.276     793.07  39
      11  -0.216754         71     836.25    272.256     790.69  33
      12  -0.136543      70.25      838.5    283.343    789.176  29
      13  -0.119004    69.3906      841.5    296.204    787.646  31
      14  -0.251845    68.5469        843    308.319    784.595  34
      15  -0.272646    67.6719      844.5    320.834    781.182  36
      16 -0.0370462    66.9062     848.75    332.911    780.735  29
      17  -0.200042     66.125     851.25    344.537    778.409  30
      18  -0.172705    65.3438     854.25     356.37    776.365  33
      19  -0.192192    64.4844      857.5    369.374    773.866  32
      20 -0.0499392     63.625        863    383.383    773.167  33
      21  -0.296308    62.8906        865    394.172     769.97  31
      22  0.0691204     62.375     869.75    403.288      770.6  29
      23 -0.0454328    61.5469     875.75    417.242    769.966  35
      24  -0.403585    60.7344     877.25    428.852     765.28  26
      25  0.0202623    59.8906        885    443.962    765.586  30
      26  -0.229648     59.125     888.75    456.077    762.804  32
      27  -0.143649    58.2969     894.25    469.945    760.812  29
      28  -0.191879    57.5156        899    482.826    758.341  29
      29  -0.176678    56.6875      904.5    496.756    755.879  32
      30  -0.210362    55.9375     909.25    509.268    753.247  27
      31  0.0625615    55.1562        919    525.062    754.235  32
      32  -0.212958    54.3594      924.5    538.706     751.33  30
      33 -0.0298151    53.5469      933.5    554.653    750.854  29
      34  -0.294836    52.7656     938.25    567.713    747.004  34
      35  -0.229917    51.9062     944.75    582.864     743.52  30
      36 -0.0812244    51.1406     953.25     598.08    742.285  25
      37  -0.214959    50.2656     960.75     614.14    738.832  34
      38  -0.151134    49.5625        968    627.862    736.758  26
      39  -0.191065    48.6719     976.75    645.017    733.481  29
      40  -0.130525    47.9219      985.5    660.426    731.469  29
      41 -0.0376574    47.1719      996.5    677.422    730.829  25
      42 -0.0744411    46.3594       1008    695.654    729.472  26
      43   -0.21195    45.5469       1017    712.231    725.959  28
      44  -0.303043    44.7031       1025     728.53    721.019  25
      45 -0.0501824    43.9531     1037.5    746.904    720.097  26
      46  -0.262597    43.1094       1047    764.363    715.513  26
      47  -0.229848    42.3906       1056    779.925    711.936  23
      48 -0.0830033    41.5469    1070.75    801.364    710.156  27
      49  -0.411148    40.7188     1078.5    817.418    703.556  25
      50  -0.116541    39.9688    1091.75    836.712    701.307  22
      51 -0.0221528    39.2031    1108.75    859.181    700.809  24
      52  -0.351418     38.375    1118.75     877.06    694.526  24
      53  -0.176874     37.625       1132     896.57    691.076  28
      54 0.00414494    36.8594    1152.25    921.927    691.181  23
      55  -0.903278    36.0625     1155.5    934.078    680.205  23
      56    5.03757    35.1719     1136.5    929.007    654.659  25
      57    19.0077    34.4375    1125.25    928.043    636.337  26
      58    5.18922    33.5625    1108.25    923.486    612.692  25
      59    6.10361    32.7812     1094.5    920.194    592.599  26
      60    3.75425    31.9531     1077.5    914.239     570.24  27
      61    12.3107    31.0938    1065.75    912.627    550.396  28
      62    3.57604    30.2656    1049.75    906.667    529.084  27
      63    4.95355       29.5     1037.5    902.994    510.889  30
      64    2.85793    28.7344       1022    896.149    491.326  25
      65    11.3412    27.8125    1011.25     894.43    471.829  25
      66    4.82416    27.0781    1000.75    891.054    455.546  25
      67    9.02141    26.2812     991.75    889.234    439.125  26
      68    3.25143    25.4219        978    883.302    419.836  33
      69    3.75929    24.5938     966.25    878.593    402.135  25
      70    12.4276    23.7812     958.75    877.344    386.612  29
      71    4.35575    22.9844        949     873.66    370.566  29
      72    3.07699    22.0781     936.25    867.597    351.909  28
      73    5.67431    21.2812     928.25    864.953    336.905  32
      74    6.14084    20.4531      920.5     862.47     321.66  27
