73.094 347.138
77.8382 342.26
81.9512 337.698
86.6128 332.659
91.9573 329.146
95.0063 324.633
99.2673 319.693
104.464 315.927
108.449 312.465
110.415 309.122
116.164 304.601
118.881 300.596
123.099 296.729
126.62 293.611
128.721 289.963
131.722 286.962
137.264 282.409
139.859 279.177
142.136 276.901
145.654 273.934
151.497 268.453
151.538 266.993
156.215 262.249
159.182 259.286
161.665 257.155
165.858 253.276
168.529 250.001
173.05 246.282
174.968 244.308
178.28 240.658
180.81 237.508
184.581 234.271
187.913 229.995
189.449 229.056
192.393 226.261
195.999 222.146
198.949 219.507
201.989 216.371
205.561 212.285
207.684 209.505
211.452 206.776
214.57 203.175
217.375 200.171
220.245 197.008
222.385 195.348
224.935 193.175
228.619 189.193
231.321 186.278
234.832 182.647
236.714 180.614
240.483 176.834
243.102 174.506
246.056 171.192
248.781 168.992
253.308 164.894
255.001 159.923
258.047 158.81
261.64 154.792
264.572 150.737
266.994 148.473
270.648 144.379
273.595 140.911
276.61 137.725
279.113 136.038
282.516 132.397
286.133 127.488
289.122 124.403
292.737 121.63
294.949 120.198
298.804 115.917
302.166 110.54
306.27 108.738
309.237 105.537
311.443 101.288
316.511 96.8612
319.235 94.751
323.755 89.8802
327.174 85.8513
330.606 82.5249
333.826 78.7975
337.552 75.9931
341.297 69.244
345.278 65.8459
348.918 61.2294
352.811 59.2382
357.397 54.3104
361.343 47.8725
365.65 43.682
370.179 39.2136
374.385 34.813
379.21 31.3017
383.813 26.8388
388.472 20.2528
393.67 16.1125
397.641 9.32752
402.976 4.39596
408.5 0.557005
413.446 -6.65373
418.578 -11.9917
425.144 -17.4026
431.607 -23.5639
437.656 -30.9647
443.551 -35.8821
448.603 -43.9385
455.472 -50.3811
462.03 -56.7302
469.458 -65.4601
475.925 -71.3908
482.787 -80.7908
492.412 -88.2085
499.894 -97.1695
507.863 -106.94
516.147 -115.902
525.942 -124.599
534.642 -135.315
545.381 -144.697
554.967 -157.009
565.566 -168.033
578.22 -178.856
590.211 -192.307
603.456 -206.315
619.549 -220.149
635.774 -235.533
651.092 -251.562
667.168 -268.714
686.819 -286.683
705.534 -306.541
728.436 -326.471
752.259 -349.538
772.204 -371.686
803.413 -399.482
831.768 -429.252
858.927 -458.2
894.563 -491.099
927.953 -526.68
967.374 -565.922
1003.38 -606.616
1062.38 -661.042
1100.25 -706.864
1157.02 -766.715
1225.56 -835.927
1200.47 -844.488
1188.34 -861.894
1170.49 -876.018
1153.3 -889.957
1141.59 -906.535
1126.16 -920.112
1108.28 -933.058
1091.92 -946.051
1079.36 -963.364
1065.32 -978.861
1049.78 -990.785
1032.56 -1004.78
1019.19 -1019.76
1006.24 -1034.63
989 -1047.34
973.863 -1062.79
956.275 -1074.96
941.861 -1088.27
926.84 -1102.73
910.942 -1115.57
899.383 -1132.59
881.677 -1145.79
863.559 -1155.14
851.654 -1173.54
860.214 -1219.97
527.842 -786.252
473.427 -729.014
427.248 -681.674
393.749 -648.878
356.165 -609.576
324.758 -579.162
298.463 -551.122
274.564 -526.736
254.018 -506.357
234.219 -489.334
215.885 -470.319
201.023 -453.164
186.56 -441.176
173.839 -428.586
160.057 -416.29
149.057 -405.737
139.949 -395.202
128.172 -384.447
117.998 -374.605
109.095 -366.091
101.034 -357.498
92.2589 -350.822
86.4854 -343.273
78.2475 -336.009
71.1741 -330.421
64.4494 -322.626
58.079 -317.227
52.1594 -311.159
46.1264 -305.791
40.6353 -301.02
36.5383 -296.255
28.1924 -291.138
23.1424 -287.069
19.7062 -281.812
16.9092 -277.736
12.2367 -273.476
6.41892 -267.423
1.22331 -263.497
-3.74276 -258.973
-7.63442 -254.385
-10.9376 -250.511
-12.8711 -246.915
-19.1923 -242.993
-20.1328 -239.154
-22.6116 -236.17
-28.7995 -232.473
-29.1222 -229.913
-35.5399 -225.972
-35.4949 -223.702
-40.5661 -220.55
-44.1499 -218.841
-45.3889 -222.161
-50.4591 -226.446
-52.4445 -230.612
-58.5501 -234.553
-63.4647 -240.001
-68.1458 -245.726
-73.5873 -251.454
-76.2593 -259.007
-84.459 -264.597
-87.7859 -272.457
-96.0912 -277.589
-99.3906 -284.117
-107.994 -290.047
-114.391 -297.517
-120.602 -306.904
-128.306 -314.591
-137.615 -323.713
-146.679 -332.865
-157.867 -343.181
-166.732 -354.774
-178.6 -368.222
-190.8 -380.603
